0枚听牌形
总数：0

1枚听牌形
总数：0

2枚听牌形
总数：0

3枚听牌形
总数：0

4枚听牌形
1112         	待牌：23       	单骑待牌：2        	双碰待牌：0        	两面待牌：3        
1123479999   	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
1123488889   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1123488899   	待牌：19       	单骑待牌：0        	双碰待牌：19       	两面待牌：0        
1123488999   	待牌：18       	单骑待牌：0        	双碰待牌：18       	两面待牌：0        
1123489999   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1123555567   	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1123555678   	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1123555789   	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1123566667   	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1123567777   	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1123567888   	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1123567999   	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1123666678   	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1123666789   	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1123677778   	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1123678888   	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1123678999   	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1123777789   	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1123788889   	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1123789999   	待牌：14       	单骑待牌：1        	双碰待牌：0        	两面待牌：14       
1124444567   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124444678   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124444789   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124445566   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124455556   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124456666   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124456777   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124456888   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124456999   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124555567   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124555678   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124555789   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124566667   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124567777   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124567888   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124567999   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124666678   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124666789   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124677778   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124678888   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124678999   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124777789   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124788889   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1124789999   	待牌：3        	单骑待牌：0        	双碰待牌：0        	两面待牌：3        
1133334455   	待牌：16       	单骑待牌：0        	双碰待牌：1        	两面待牌：6        
1133334456   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1133334556   	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
1133334557   	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
1133334566   	待牌：16       	单骑待牌：0        	双碰待牌：16       	两面待牌：0        
1133334567   	待牌：258      	单骑待牌：0        	双碰待牌：0        	两面待牌：258      
1133334568   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1133334577   	待牌：17       	单骑待牌：0        	双碰待牌：17       	两面待牌：0        
1133334578   	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
1133334579   	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
1133334588   	待牌：18       	单骑待牌：0        	双碰待牌：18       	两面待牌：0        
1133334589   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1133334599   	待牌：19       	单骑待牌：0        	双碰待牌：19       	两面待牌：0        
1133334678   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1133334789   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1133335567   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1133335678   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1133335789   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1133344556   	待牌：136      	单骑待牌：0        	双碰待牌：13       	两面待牌：36       
1133344566   	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
1133344567   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1133344678   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1133344789   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1133345566   	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
1133345567   	待牌：136      	单骑待牌：0        	双碰待牌：13       	两面待牌：36       
1133345667   	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
1133345668   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1133345677   	待牌：17       	单骑待牌：0        	双碰待牌：17       	两面待牌：0        
1133345678   	待牌：1369     	单骑待牌：0        	双碰待牌：13       	两面待牌：369      
1133345679   	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
1133345688   	待牌：18       	单骑待牌：0        	双碰待牌：18       	两面待牌：0        
1133345689   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1133345699   	待牌：19       	单骑待牌：0        	双碰待牌：19       	两面待牌：0        
1133345789   	待牌：136      	单骑待牌：0        	双碰待牌：13       	两面待牌：36       
1133346678   	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
1133346789   	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
1133355667   	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
1133355677   	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
1133355678   	待牌：15       	单骑待牌：0        	双碰待牌：15       	两面待牌：0        
1133355789   	待牌：15       	单骑待牌：0        	双碰待牌：15       	两面待牌：0        
1133356677   	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
1133356678   	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
1133356778   	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
1133356779   	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
1133356788   	待牌：18       	单骑待牌：0        	双碰待牌：18       	两面待牌：0        
1133356789   	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
1133356799   	待牌：19       	单骑待牌：0        	双碰待牌：19       	两面待牌：0        
1133357789   	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
1133366778   	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
1133366788   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1133366789   	待牌：16       	单骑待牌：0        	双碰待牌：16       	两面待牌：0        
1133367788   	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
1133367789   	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
1133367889   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1133367899   	待牌：19       	单骑待牌：0        	双碰待牌：19       	两面待牌：0        
1133377889   	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
1133377899   	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
1133378899   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1133444455   	待牌：1        	单骑待牌：0        	双碰待牌：1        	两面待牌：0        
1133444456   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133444556   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1133444567   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133444678   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133444789   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133445555   	待牌：12       	单骑待牌：0        	双碰待牌：1        	两面待牌：2        
1133445556   	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
1133445557   	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
1133445666   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1133445777   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1133445888   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1133445999   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1133455556   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133455567   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1133455666   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1133455777   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1133455888   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1133455999   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1133456666   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133456777   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133456888   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133456999   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133555567   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133555678   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133555789   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133566667   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133567777   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133567888   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133567999   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133666678   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133666789   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133677778   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133678888   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133678999   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133777789   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133788889   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1133789999   	待牌：13       	单骑待牌：0        	双碰待牌：13       	两面待牌：0        
1134444556   	待牌：17       	单骑待牌：0        	双碰待牌：1        	两面待牌：7        
1134444557   	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
1134444566   	待牌：16       	单骑待牌：0        	双碰待牌：16       	两面待牌：0        
1134444567   	待牌：258      	单骑待牌：0        	双碰待牌：0        	两面待牌：258      
1134444568   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1134444577   	待牌：17       	单骑待牌：0        	双碰待牌：17       	两面待牌：0        
1134444578   	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
1134444579   	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
1134444588   	待牌：18       	单骑待牌：0        	双碰待牌：18       	两面待牌：0        
1134444589   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1134444599   	待牌：19       	单骑待牌：0        	双碰待牌：19       	两面待牌：0        
1134444678   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1134444789   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1134445566   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1134445567   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：4        
1134445678   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：4        
1134445789   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：4        
1134455556   	待牌：12       	单骑待牌：0        	双碰待牌：1        	两面待牌：2        
1134455566   	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
1134455567   	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
1134455666   	待牌：136      	单骑待牌：0        	双碰待牌：16       	两面待牌：36       
1134455777   	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
1134455888   	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
1134455999   	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
1134456666   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1134456777   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1134456888   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1134456999   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1134555566   	待牌：16       	单骑待牌：0        	双碰待牌：16       	两面待牌：0        
1134555567   	待牌：128      	单骑待牌：0        	双碰待牌：1        	两面待牌：28       
1134555568   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1134555577   	待牌：17       	单骑待牌：0        	双碰待牌：17       	两面待牌：0        
1134555578   	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
1134555579   	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
1134555588   	待牌：18       	单骑待牌：0        	双碰待牌：18       	两面待牌：0        
1134555589   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1134555599   	待牌：19       	单骑待牌：0        	双碰待牌：19       	两面待牌：0        
1134555667   	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
1134555677   	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
1134555678   	待牌：125      	单骑待牌：0        	双碰待牌：15       	两面待牌：25       
1134555789   	待牌：125      	单骑待牌：0        	双碰待牌：15       	两面待牌：25       
1134556666   	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
1134556667   	待牌：16       	单骑待牌：0        	双碰待牌：16       	两面待牌：6        
1134556777   	待牌：147      	单骑待牌：0        	双碰待牌：17       	两面待牌：47       
1134556888   	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
1134556999   	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
1134557777   	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
1134557888   	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
1134557999   	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
1134566667   	待牌：258      	单骑待牌：0        	双碰待牌：0        	两面待牌：258      
1134566668   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1134566677   	待牌：17       	单骑待牌：0        	双碰待牌：17       	两面待牌：0        
1134566678   	待牌：169      	单骑待牌：0        	双碰待牌：16       	两面待牌：69       
1134566679   	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
1134566688   	待牌：18       	单骑待牌：0        	双碰待牌：18       	两面待牌：0        
1134566689   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1134566699   	待牌：19       	单骑待牌：0        	双碰待牌：19       	两面待牌：0        
1134566777   	待牌：16       	单骑待牌：0        	双碰待牌：16       	两面待牌：0        
1134566888   	待牌：16       	单骑待牌：0        	双碰待牌：16       	两面待牌：0        
1134566999   	待牌：16       	单骑待牌：0        	双碰待牌：16       	两面待牌：0        
1134567777   	待牌：258      	单骑待牌：0        	双碰待牌：0        	两面待牌：258      
1134567778   	待牌：17       	单骑待牌：0        	双碰待牌：17       	两面待牌：7        
1134567888   	待牌：1258     	单骑待牌：0        	双碰待牌：18       	两面待牌：258      
1134567999   	待牌：258      	单骑待牌：0        	双碰待牌：0        	两面待牌：258      
1134568888   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1134568999   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1134577778   	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
1134577779   	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
1134577788   	待牌：18       	单骑待牌：0        	双碰待牌：18       	两面待牌：0        
1134577789   	待牌：17       	单骑待牌：0        	双碰待牌：17       	两面待牌：7        
1134577799   	待牌：19       	单骑待牌：0        	双碰待牌：19       	两面待牌：0        
1134577888   	待牌：17       	单骑待牌：0        	双碰待牌：17       	两面待牌：0        
1134577999   	待牌：17       	单骑待牌：0        	双碰待牌：17       	两面待牌：0        
1134578888   	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
1134578889   	待牌：18       	单骑待牌：0        	双碰待牌：18       	两面待牌：8        
1134578999   	待牌：169      	单骑待牌：0        	双碰待牌：19       	两面待牌：69       
1134579999   	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
1134588889   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1134588899   	待牌：19       	单骑待牌：0        	双碰待牌：19       	两面待牌：0        
1134588999   	待牌：18       	单骑待牌：0        	双碰待牌：18       	两面待牌：0        
1134589999   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1134666678   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1134666789   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1134677778   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1134678888   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1134678999   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1134777789   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1134788889   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1134789999   	待牌：25       	单骑待牌：0        	双碰待牌：0        	两面待牌：25       
1135555678   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1135555789   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1135556677   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1135566667   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1135567777   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1135567888   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1135567999   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1135666678   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1135666789   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1135677778   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1135678888   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1135678999   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1135777789   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1135788889   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1135789999   	待牌：4        	单骑待牌：0        	双碰待牌：0        	两面待牌：4        
1144445566   	待牌：17       	单骑待牌：0        	双碰待牌：1        	两面待牌：7        
1144445567   	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
1144445667   	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
1144445668   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1144445677   	待牌：17       	单骑待牌：0        	双碰待牌：17       	两面待牌：0        
1144445678   	待牌：369      	单骑待牌：0        	双碰待牌：0        	两面待牌：369      
1144445679   	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
1144445688   	待牌：18       	单骑待牌：0        	双碰待牌：18       	两面待牌：0        
1144445689   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1144445699   	待牌：19       	单骑待牌：0        	双碰待牌：19       	两面待牌：0        
1144445789   	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
1144446678   	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
1144446789   	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
1144455667   	待牌：147      	单骑待牌：0        	双碰待牌：14       	两面待牌：47       
1144455677   	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
1144455678   	待牌：15       	单骑待牌：0        	双碰待牌：15       	两面待牌：0        
1144455789   	待牌：15       	单骑待牌：0        	双碰待牌：15       	两面待牌：0        
1144456677   	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
1144456678   	待牌：147      	单骑待牌：0        	双碰待牌：14       	两面待牌：47       
1144456778   	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
1144456779   	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
1144456788   	待牌：18       	单骑待牌：0        	双碰待牌：18       	两面待牌：0        
1144456789   	待牌：147      	单骑待牌：0        	双碰待牌：14       	两面待牌：47       
1144456799   	待牌：19       	单骑待牌：0        	双碰待牌：19       	两面待牌：0        
1144457789   	待牌：6        	单骑待牌：0        	双碰待牌：0        	两面待牌：6        
1144466778   	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
1144466788   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1144466789   	待牌：16       	单骑待牌：0        	双碰待牌：16       	两面待牌：0        
1144467788   	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
1144467789   	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
1144467889   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1144467899   	待牌：19       	单骑待牌：0        	双碰待牌：19       	两面待牌：0        
1144477889   	待牌：69       	单骑待牌：0        	双碰待牌：0        	两面待牌：69       
1144477899   	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
1144478899   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1144555566   	待牌：1        	单骑待牌：0        	双碰待牌：1        	两面待牌：0        
1144555567   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1144555667   	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
1144555678   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1144555789   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1144556666   	待牌：13       	单骑待牌：0        	双碰待牌：1        	两面待牌：3        
1144556667   	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
1144556668   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1144556777   	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
1144556888   	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
1144556999   	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
1144566667   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1144566678   	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
1144566777   	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
1144566888   	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
1144566999   	待牌：5        	单骑待牌：0        	双碰待牌：0        	两面待牌：5        
1144567777   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1144567888   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1144567999   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1144666678   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1144666789   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1144677778   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1144678888   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1144678999   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1144777789   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1144788889   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1144789999   	待牌：14       	单骑待牌：0        	双碰待牌：14       	两面待牌：0        
1145555667   	待牌：18       	单骑待牌：0        	双碰待牌：1        	两面待牌：8        
1145555668   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1145555677   	待牌：17       	单骑待牌：0        	双碰待牌：17       	两面待牌：0        
1145555678   	待牌：369      	单骑待牌：0        	双碰待牌：0        	两面待牌：369      
1145555679   	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
1145555688   	待牌：18       	单骑待牌：0        	双碰待牌：18       	两面待牌：0        
1145555689   	待牌：7        	单骑待牌：0        	双碰待牌：0        	两面待牌：7        
1145555699   	待牌：19       	单骑待牌：0        	双碰待牌：19       	两面待牌：0        
1145555789   	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
1145556677   	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
1145556678   	待牌：15       	单骑待牌：0        	双碰待牌：15       	两面待牌：5        
1145556789   	待牌：15       	单骑待牌：0        	双碰待牌：15       	两面待牌：5        
1145566667   	待牌：13       	单骑待牌：0        	双碰待牌：1        	两面待牌：3        
1145566677   	待牌：58       	单骑待牌：0        	双碰待牌：0        	两面待牌：58       
1145566678   	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
1145566777   	待牌：147      	单骑待牌：0        	双碰待牌：17       	两面待牌：47       
1145566888   	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
1145566999   	待牌：47       	单骑待牌：0        	双碰待牌：0        	两面待牌：47       
1145567777   	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
1145567888   	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
1145567999   	待牌：36       	单骑待牌：0        	双碰待牌：0        	两面待牌：36       
1145666677   	待牌：17       	单骑待牌：0        	双碰待牌：17       	两面待牌：0        
1145666678   	待牌：139      	单骑待牌：0        	双碰待牌：1        	两面待牌：39       
1145666679   	待牌：8        	单骑待牌：0        	双碰待牌：0        	两面待牌：8        
